2025-10-23 18:57:45.627 [main] INFO  com.cs441.hw2.SparkDeltaIndexer - Initializing Spark Delta Indexer
2025-10-23 18:58:10.866 [sbt-bg-threads-1] INFO  com.cs441.hw2.StorageLayer - No existing documents table found - returning empty DataFrame
2025-10-23 18:58:11.330 [sbt-bg-threads-1] INFO  com.cs441.hw2.SparkDeltaIndexer - ================================================================================
2025-10-23 18:58:11.331 [sbt-bg-threads-1] INFO  com.cs441.hw2.SparkDeltaIndexer - FIRST RUN: Processing entire corpus
2025-10-23 18:58:11.331 [sbt-bg-threads-1] INFO  com.cs441.hw2.SparkDeltaIndexer - ================================================================================
2025-10-23 18:58:11.331 [sbt-bg-threads-1] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 1: Scanning documents...
2025-10-23 18:58:11.331 [sbt-bg-threads-1] INFO  com.cs441.hw2.DocumentScanner - Scanning directory for PDFs: test-corpus
2025-10-23 18:58:11.332 [sbt-bg-threads-1] INFO  com.cs441.hw2.DocumentScanner - Found 3 PDF files
2025-10-23 18:58:11.442 [sbt-bg-threads-1] INFO  com.cs441.hw2.SparkDeltaIndexer - Stopping Spark session
2025-10-23 19:03:18.883 [sbt-bg-threads-3] INFO  com.cs441.hw2.SparkDeltaIndexer - Initializing Spark Delta Indexer
2025-10-23 19:03:18.923 [sbt-bg-threads-3] WARN  org.apache.spark.util.Utils - Your hostname, Nihals-MacBook-Air.local resolves to a loopback address: 127.0.0.1; using 10.0.0.38 instead (on interface en0)
2025-10-23 19:03:18.924 [sbt-bg-threads-3] WARN  org.apache.spark.util.Utils - Set SPARK_LOCAL_IP if you need to bind to another address
2025-10-23 19:03:19.044 [sbt-bg-threads-3] WARN  o.a.hadoop.util.NativeCodeLoader - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-10-23 19:03:19.608 [sbt-bg-threads-3] INFO  com.cs441.hw2.SparkDeltaIndexer - Spark Delta Indexer initialized successfully
2025-10-23 19:03:19.635 [sbt-bg-threads-3] WARN  o.a.spark.sql.internal.SharedState - URL.setURLStreamHandlerFactory failed to set FsUrlStreamHandlerFactory
2025-10-23 19:03:19.961 [sbt-bg-threads-3] INFO  com.cs441.hw2.StorageLayer - No existing documents table found - returning empty DataFrame
2025-10-23 19:03:20.370 [sbt-bg-threads-3] INFO  com.cs441.hw2.SparkDeltaIndexer - ================================================================================
2025-10-23 19:03:20.371 [sbt-bg-threads-3] INFO  com.cs441.hw2.SparkDeltaIndexer - FIRST RUN: Processing entire corpus
2025-10-23 19:03:20.371 [sbt-bg-threads-3] INFO  com.cs441.hw2.SparkDeltaIndexer - ================================================================================
2025-10-23 19:03:20.371 [sbt-bg-threads-3] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 1: Scanning documents...
2025-10-23 19:03:20.371 [sbt-bg-threads-3] INFO  com.cs441.hw2.DocumentScanner - Scanning directory for PDFs: test-corpus
2025-10-23 19:03:20.372 [sbt-bg-threads-3] INFO  com.cs441.hw2.DocumentScanner - Found 3 PDF files
2025-10-23 19:03:21.539 [Executor task launch worker for task 5.0 in stage 0.0 (TID 5)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:03:21.814 [sbt-bg-threads-3] INFO  com.cs441.hw2.DocumentScanner - Successfully processed 3 documents
2025-10-23 19:03:21.854 [Executor task launch worker for task 5.0 in stage 3.0 (TID 14)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:03:21.964 [sbt-bg-threads-3] INFO  com.cs441.hw2.SparkDeltaIndexer - Scanned 3 documents
2025-10-23 19:03:21.964 [sbt-bg-threads-3] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 2: Chunking documents...
2025-10-23 19:03:21.964 [sbt-bg-threads-3] INFO  com.cs441.hw2.IncrementalChunker - Chunking documents with chunk size 1000 and overlap 100
2025-10-23 19:03:22.009 [Executor task launch worker for task 5.0 in stage 6.0 (TID 23)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:03:22.150 [sbt-bg-threads-3] INFO  com.cs441.hw2.IncrementalChunker - Chunking 3 documents
2025-10-23 19:03:22.424 [sbt-bg-threads-3] INFO  com.cs441.hw2.SparkDeltaIndexer - Stopping Spark session
2025-10-23 19:08:00.148 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - Initializing Spark Delta Indexer
2025-10-23 19:08:00.194 [sbt-bg-threads-5] WARN  org.apache.spark.util.Utils - Your hostname, Nihals-MacBook-Air.local resolves to a loopback address: 127.0.0.1; using 10.0.0.38 instead (on interface en0)
2025-10-23 19:08:00.194 [sbt-bg-threads-5] WARN  org.apache.spark.util.Utils - Set SPARK_LOCAL_IP if you need to bind to another address
2025-10-23 19:08:00.331 [sbt-bg-threads-5] WARN  o.a.hadoop.util.NativeCodeLoader - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-10-23 19:08:00.965 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - Spark Delta Indexer initialized successfully
2025-10-23 19:08:00.995 [sbt-bg-threads-5] WARN  o.a.spark.sql.internal.SharedState - URL.setURLStreamHandlerFactory failed to set FsUrlStreamHandlerFactory
2025-10-23 19:08:01.340 [sbt-bg-threads-5] INFO  com.cs441.hw2.StorageLayer - No existing documents table found - returning empty DataFrame
2025-10-23 19:08:01.736 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - ================================================================================
2025-10-23 19:08:01.736 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - FIRST RUN: Processing entire corpus
2025-10-23 19:08:01.736 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - ================================================================================
2025-10-23 19:08:01.736 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 1: Scanning documents...
2025-10-23 19:08:01.736 [sbt-bg-threads-5] INFO  com.cs441.hw2.DocumentScanner - Scanning directory for PDFs: test-corpus
2025-10-23 19:08:01.737 [sbt-bg-threads-5] INFO  com.cs441.hw2.DocumentScanner - Found 3 PDF files
2025-10-23 19:08:02.436 [Executor task launch worker for task 5.0 in stage 0.0 (TID 5)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:08:02.660 [sbt-bg-threads-5] INFO  com.cs441.hw2.DocumentScanner - Successfully processed 3 documents
2025-10-23 19:08:02.697 [Executor task launch worker for task 5.0 in stage 3.0 (TID 14)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:08:02.780 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - Scanned 3 documents
2025-10-23 19:08:02.780 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 2: Chunking documents...
2025-10-23 19:08:02.780 [sbt-bg-threads-5] INFO  com.cs441.hw2.IncrementalChunker - Chunking documents with chunk size 1000 and overlap 100
2025-10-23 19:08:02.852 [Executor task launch worker for task 5.0 in stage 6.0 (TID 23)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:08:02.948 [sbt-bg-threads-5] INFO  com.cs441.hw2.IncrementalChunker - Chunking 3 documents
2025-10-23 19:08:03.218 [Executor task launch worker for task 5.0 in stage 9.0 (TID 32)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:08:03.343 [sbt-bg-threads-5] INFO  com.cs441.hw2.IncrementalChunker - Created 85 chunks from 3 documents
2025-10-23 19:08:03.394 [Executor task launch worker for task 5.0 in stage 12.0 (TID 41)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:08:03.513 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - Created 85 chunks
2025-10-23 19:08:03.513 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 3: Generating embeddings...
2025-10-23 19:08:03.513 [sbt-bg-threads-5] INFO  com.cs441.hw2.IncrementalEmbedder - Starting incremental embedding generation
2025-10-23 19:08:03.515 [sbt-bg-threads-5] INFO  com.cs441.hw2.IncrementalEmbedder - No existing embeddings - generating for all chunks
2025-10-23 19:08:03.555 [Executor task launch worker for task 5.0 in stage 15.0 (TID 50)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:08:03.662 [sbt-bg-threads-5] INFO  com.cs441.hw2.IncrementalEmbedder - Generating embeddings for 85 new chunks
2025-10-23 19:08:03.752 [Executor task launch worker for task 5.0 in stage 18.0 (TID 59)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:08:03.910 [sbt-bg-threads-5] INFO  com.cs441.hw2.SparkDeltaIndexer - Stopping Spark session
2025-10-23 19:09:24.007 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - Initializing Spark Delta Indexer
2025-10-23 19:09:24.044 [sbt-bg-threads-7] WARN  org.apache.spark.util.Utils - Your hostname, Nihals-MacBook-Air.local resolves to a loopback address: 127.0.0.1; using 10.0.0.38 instead (on interface en0)
2025-10-23 19:09:24.044 [sbt-bg-threads-7] WARN  org.apache.spark.util.Utils - Set SPARK_LOCAL_IP if you need to bind to another address
2025-10-23 19:09:24.156 [sbt-bg-threads-7] WARN  o.a.hadoop.util.NativeCodeLoader - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-10-23 19:09:24.832 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - Spark Delta Indexer initialized successfully
2025-10-23 19:09:24.863 [sbt-bg-threads-7] WARN  o.a.spark.sql.internal.SharedState - URL.setURLStreamHandlerFactory failed to set FsUrlStreamHandlerFactory
2025-10-23 19:09:25.231 [sbt-bg-threads-7] INFO  com.cs441.hw2.StorageLayer - No existing documents table found - returning empty DataFrame
2025-10-23 19:09:25.634 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - ================================================================================
2025-10-23 19:09:25.634 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - FIRST RUN: Processing entire corpus
2025-10-23 19:09:25.634 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - ================================================================================
2025-10-23 19:09:25.634 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 1: Scanning documents...
2025-10-23 19:09:25.634 [sbt-bg-threads-7] INFO  com.cs441.hw2.DocumentScanner - Scanning directory for PDFs: test-corpus
2025-10-23 19:09:25.636 [sbt-bg-threads-7] INFO  com.cs441.hw2.DocumentScanner - Found 3 PDF files
2025-10-23 19:09:26.265 [Executor task launch worker for task 5.0 in stage 0.0 (TID 5)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:09:26.487 [sbt-bg-threads-7] INFO  com.cs441.hw2.DocumentScanner - Successfully processed 3 documents
2025-10-23 19:09:26.521 [Executor task launch worker for task 5.0 in stage 3.0 (TID 14)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:09:26.609 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - Scanned 3 documents
2025-10-23 19:09:26.609 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 2: Chunking documents...
2025-10-23 19:09:26.609 [sbt-bg-threads-7] INFO  com.cs441.hw2.IncrementalChunker - Chunking documents with chunk size 1000 and overlap 100
2025-10-23 19:09:26.653 [Executor task launch worker for task 5.0 in stage 6.0 (TID 23)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:09:26.755 [sbt-bg-threads-7] INFO  com.cs441.hw2.IncrementalChunker - Chunking 3 documents
2025-10-23 19:09:26.973 [Executor task launch worker for task 5.0 in stage 9.0 (TID 32)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:09:27.100 [sbt-bg-threads-7] INFO  com.cs441.hw2.IncrementalChunker - Created 85 chunks from 3 documents
2025-10-23 19:09:27.147 [Executor task launch worker for task 5.0 in stage 12.0 (TID 41)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:09:27.252 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - Created 85 chunks
2025-10-23 19:09:27.252 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 3: Generating embeddings...
2025-10-23 19:09:27.252 [sbt-bg-threads-7] INFO  com.cs441.hw2.IncrementalEmbedder - Starting incremental embedding generation
2025-10-23 19:09:27.254 [sbt-bg-threads-7] INFO  com.cs441.hw2.IncrementalEmbedder - No existing embeddings - generating for all chunks
2025-10-23 19:09:27.288 [Executor task launch worker for task 5.0 in stage 15.0 (TID 50)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:09:27.404 [sbt-bg-threads-7] INFO  com.cs441.hw2.IncrementalEmbedder - Generating embeddings for 85 new chunks
2025-10-23 19:09:27.494 [Executor task launch worker for task 5.0 in stage 18.0 (TID 59)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:09:27.803 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:09:30.237 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:09:31.788 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:09:33.289 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:09:34.923 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:09:36.496 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 5 chunks
2025-10-23 19:09:37.019 [sbt-bg-threads-7] INFO  com.cs441.hw2.IncrementalEmbedder - Successfully generated 85 embeddings out of 85 chunks
2025-10-23 19:09:37.058 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:09:38.569 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:09:40.090 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:09:41.840 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:09:43.464 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:09:44.993 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 5 chunks
2025-10-23 19:09:45.629 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - Generated 85 embeddings
2025-10-23 19:09:45.630 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 4: Saving to storage...
2025-10-23 19:09:45.705 [Executor task launch worker for task 5.0 in stage 29.0 (TID 71)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:09:45.813 [sbt-bg-threads-7] INFO  com.cs441.hw2.StorageLayer - Saving 3 documents to delta-output/documents
2025-10-23 19:09:46.231 [sbt-bg-threads-7] INFO  com.cs441.hw2.SparkDeltaIndexer - Stopping Spark session
2025-10-23 19:17:45.156 [sbt-bg-threads-10] INFO  com.cs441.hw2.SparkDeltaIndexer - Initializing Spark Delta Indexer
2025-10-23 19:17:45.198 [sbt-bg-threads-10] WARN  org.apache.spark.util.Utils - Your hostname, Nihals-MacBook-Air.local resolves to a loopback address: 127.0.0.1; using 10.0.0.38 instead (on interface en0)
2025-10-23 19:17:45.198 [sbt-bg-threads-10] WARN  org.apache.spark.util.Utils - Set SPARK_LOCAL_IP if you need to bind to another address
2025-10-23 19:17:45.331 [sbt-bg-threads-10] WARN  o.a.hadoop.util.NativeCodeLoader - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-10-23 19:17:45.974 [sbt-bg-threads-10] INFO  com.cs441.hw2.SparkDeltaIndexer - Spark Delta Indexer initialized successfully
2025-10-23 19:17:45.974 [sbt-bg-threads-10] INFO  com.cs441.hw2.StorageLayer - Loading documents from delta-output/documents
2025-10-23 19:17:46.006 [sbt-bg-threads-10] WARN  o.a.spark.sql.internal.SharedState - URL.setURLStreamHandlerFactory failed to set FsUrlStreamHandlerFactory
2025-10-23 19:17:46.862 [sbt-bg-threads-10] INFO  com.cs441.hw2.SparkDeltaIndexer - Stopping Spark session
2025-10-23 19:20:05.018 [sbt-bg-threads-12] INFO  com.cs441.hw2.SparkDeltaIndexer - Initializing Spark Delta Indexer
2025-10-23 19:20:05.057 [sbt-bg-threads-12] WARN  org.apache.spark.util.Utils - Your hostname, Nihals-MacBook-Air.local resolves to a loopback address: 127.0.0.1; using 10.0.0.38 instead (on interface en0)
2025-10-23 19:20:05.057 [sbt-bg-threads-12] WARN  org.apache.spark.util.Utils - Set SPARK_LOCAL_IP if you need to bind to another address
2025-10-23 19:20:05.187 [sbt-bg-threads-12] WARN  o.a.hadoop.util.NativeCodeLoader - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-10-23 19:20:05.804 [sbt-bg-threads-12] INFO  com.cs441.hw2.SparkDeltaIndexer - Spark Delta Indexer initialized successfully
2025-10-23 19:20:05.805 [sbt-bg-threads-12] INFO  com.cs441.hw2.StorageLayer - No existing documents table found - returning empty DataFrame
2025-10-23 19:20:05.851 [sbt-bg-threads-12] WARN  o.a.spark.sql.internal.SharedState - URL.setURLStreamHandlerFactory failed to set FsUrlStreamHandlerFactory
2025-10-23 19:20:06.618 [sbt-bg-threads-12] INFO  com.cs441.hw2.SparkDeltaIndexer - ================================================================================
2025-10-23 19:20:06.618 [sbt-bg-threads-12] INFO  com.cs441.hw2.SparkDeltaIndexer - FIRST RUN: Processing entire corpus
2025-10-23 19:20:06.618 [sbt-bg-threads-12] INFO  com.cs441.hw2.SparkDeltaIndexer - ================================================================================
2025-10-23 19:20:06.618 [sbt-bg-threads-12] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 1: Scanning documents...
2025-10-23 19:20:06.618 [sbt-bg-threads-12] INFO  com.cs441.hw2.DocumentScanner - Scanning directory for PDFs: test-corpus
2025-10-23 19:20:06.619 [sbt-bg-threads-12] INFO  com.cs441.hw2.DocumentScanner - Found 3 PDF files
2025-10-23 19:20:07.271 [Executor task launch worker for task 5.0 in stage 0.0 (TID 5)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:20:07.517 [sbt-bg-threads-12] INFO  com.cs441.hw2.DocumentScanner - Successfully processed 3 documents
2025-10-23 19:20:07.559 [Executor task launch worker for task 5.0 in stage 3.0 (TID 14)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:20:07.702 [sbt-bg-threads-12] INFO  com.cs441.hw2.SparkDeltaIndexer - Scanned 3 documents
2025-10-23 19:20:07.702 [sbt-bg-threads-12] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 2: Chunking documents...
2025-10-23 19:20:07.702 [sbt-bg-threads-12] INFO  com.cs441.hw2.IncrementalChunker - Chunking documents with chunk size 1000 and overlap 100
2025-10-23 19:20:07.748 [Executor task launch worker for task 5.0 in stage 6.0 (TID 23)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:20:07.855 [sbt-bg-threads-12] INFO  com.cs441.hw2.IncrementalChunker - Chunking 3 documents
2025-10-23 19:20:08.094 [Executor task launch worker for task 5.0 in stage 9.0 (TID 32)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:20:08.190 [sbt-bg-threads-12] INFO  com.cs441.hw2.IncrementalChunker - Created 85 chunks from 3 documents
2025-10-23 19:20:08.247 [Executor task launch worker for task 5.0 in stage 12.0 (TID 41)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:20:08.332 [sbt-bg-threads-12] INFO  com.cs441.hw2.SparkDeltaIndexer - Created 85 chunks
2025-10-23 19:20:08.333 [sbt-bg-threads-12] INFO  com.cs441.hw2.SparkDeltaIndexer - Step 3: Generating embeddings...
2025-10-23 19:20:08.333 [sbt-bg-threads-12] INFO  com.cs441.hw2.IncrementalEmbedder - Starting incremental embedding generation
2025-10-23 19:20:08.335 [sbt-bg-threads-12] INFO  com.cs441.hw2.IncrementalEmbedder - No existing embeddings - generating for all chunks
2025-10-23 19:20:08.368 [Executor task launch worker for task 5.0 in stage 15.0 (TID 50)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:20:08.446 [sbt-bg-threads-12] INFO  com.cs441.hw2.IncrementalEmbedder - Generating embeddings for 85 new chunks
2025-10-23 19:20:08.524 [Executor task launch worker for task 5.0 in stage 18.0 (TID 59)] WARN  o.a.pdfbox.pdmodel.font.PDSimpleFont - No Unicode mapping for circlecopyrt (13) in font WEIJUK+CMSY9
2025-10-23 19:20:08.812 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:20:11.273 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:20:12.792 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:20:14.280 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:20:15.915 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:20:17.452 [Executor task launch worker for task 0.0 in stage 20.0 (TID 62)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 5 chunks
2025-10-23 19:20:17.979 [sbt-bg-threads-12] INFO  com.cs441.hw2.IncrementalEmbedder - Successfully generated 85 embeddings out of 85 chunks
2025-10-23 19:20:18.007 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:20:19.578 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:20:21.071 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:20:22.547 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
2025-10-23 19:20:24.150 [Executor task launch worker for task 0.0 in stage 25.0 (TID 64)] INFO  com.cs441.hw2.IncrementalEmbedder$ - Processing batch of 16 chunks
